,t_ts,tau_fb_ts_1,tau_fb_ts_2,tau_ts_1,tau_ts_2,th_d_ts_1,th_d_ts_2,th_dd_ts_1,th_dd_ts_2,th_ts_1,th_ts_2,th_ts_2_rel,th_d_ts_2_rel
1,0.0,0.0,0.0,0.0,0.0,-0.006179058576043856,0.002197800963887529,-0.6177265141541997,0.21941134131495657,-1.4708272243299017,-1.4707853331795926,4.18911503090591e-05,0.008376859539931385
2,0.01,0.0,0.0,0.0,0.0,-0.01235273760173349,0.004384541591572667,-0.6169197339812736,0.21775276180621106,-1.4709198900337361,-1.4707524076460223,0.00016748238771380208,0.016737279193306157
3,0.02,0.0,0.0,0.0,0.0,-0.018515663621596127,0.006549180383090695,-0.615576116085623,0.21499160177056065,-1.4710742432360016,-1.47069771602859,0.00037652720741165874,0.025064844004686823
4,0.03,0.0,0.0,0.0,0.0,-0.024662475366467304,0.00868071350249372,-0.6136971834874282,0.21113256857544951,-1.4712901495876025,-1.470621534404062,0.0006686151835404441,0.033343188868961024
5,0.04,0.0,0.0,0.0,0.0,-0.030787829838551415,0.01076819359065569,-0.6112850672750146,0.2061822498207677,-1.4715674212130425,-1.4705242486208476,0.0010431725921948853,0.041556023429207105
6,0.05,0.0,0.0,0.0,0.0,-0.03688640838653663,0.012800748554141804,-0.6083425054300527,0.2001491104909601,-1.4719058169235226,-1.4704063536402612,0.0014994632832614485,0.049687156940678434
7,0.06,0.0,0.0,0.0,0.0,-0.042952922767064694,0.014767600320692374,-0.6048728412679657,0.19304348910524155,-1.4723050424907265,-1.4702684526900562,0.00203658980067023,0.05772052308775707
8,0.07,0.0,0.0,0.0,0.0,-0.04898212118853512,0.016658083550639833,-0.6008800214578935,0.18487759272895707,-1.4727647509811357,-1.4701112562306156,0.0026534947505201245,0.06564020473917495
9,0.08,0.0,0.0,0.0,0.0,-0.05496879433283345,0.018461664292076546,-0.5963685935799959,0.17566549068319565,-1.473284543150676,-1.4699355807342964,0.0033489624163796083,0.07343045862490999
10,0.09,0.0,0.0,0.0,0.0,-0.060907781350121204,0.0201679585658436,-0.5913437031720205,0.165423106766567,-1.4738639678994514,-1.4697423472785633,0.004121620620888056,0.08107573991596481
11,0.1,0.0,0.0,0.0,0.0,-0.06679397582131884,0.02176675086444625,-0.5858110902121669,0.1541682097829008,-1.4745025227862678,-1.4695325799536874,0.004969942832580454,0.08856072668576509
12,0.11,0.0,0.0,0.0,0.0,-0.072622331682363,0.023248012546852794,-0.579777084981297,0.14192040215181623,-1.475199654602597,-1.46930740408596,0.005892250516636999,0.0958703442292158
13,0.12,0.0,0.0,0.0,0.0,-0.07838786910373431,0.024601920108834684,-0.573248603244699,0.1287011063662169,-1.4759547600055642,-1.4690680442775643,0.006886715727999926,0.10298978921256899
14,0.13,0.0,0.0,0.0,0.0,-0.08408568031814484,0.025818873306098142,-0.5662331406919056,0.11453354905172071,-1.476767186209479,-1.4688158222644585,0.007951363945020606,0.10990455362424298
15,0.14,0.0,0.0,0.0,0.0,-0.08971093538865539,0.026889513104980473,-0.5587387665725714,0.09944274237840747,-1.4776362317353502,-1.468552154593868,0.009084077141482183,0.11660044849363586
16,0.15,0.0,0.0,0.0,0.0,-0.09525888790887622,0.027804739432982725,-0.5507741164671653,0.08345546257488731,-1.4785611472177511,-1.4682785501232478,0.010282597094503299,0.12306362734185895
17,0.16,0.0,0.0,0.0,0.0,-0.10072488062630106,0.028555728698928282,-0.5423483841333144,0.06660022529903088,-1.47954113626831,-1.4679966073428639,0.011544528925446107,0.12928060932522933
18,0.17,0.0,0.0,0.0,0.0,-0.10610435097924809,0.029133951050119924,-0.5334713123719217,0.04890725762845341,-1.480575356395009,-1.4677080115244618,0.012867344870547193,0.135238302029368
19,0.18,0.0,0.0,0.0,0.0,-0.11139283653734529,0.029531187331562167,-0.5241531828617736,0.03040846644713438,-1.4816629199763802,-1.467414531698822,0.014248388277558142,0.14092402386890746
20,0.19,0.0,0.0,0.0,0.0,-0.11658598033501208,0.02973954571016465,-0.5144048049171598,0.011137403022403257,-1.4828028952895793,-1.4671180174653664,0.015684877824212906,0.14632552604517673
21,0.2,0.0,0.0,0.0,0.0,-0.12167953608696834,0.029751477924890975,-0.504237503129982,-0.008870776411511056,-1.4839943075912145,-1.4668203956373604,0.017173911953854093,0.15143101401185932
22,0.21,0.0,0.0,0.0,0.0,-0.1266693732744565,0.029559795122106953,-0.4936631038658549,-0.02957935422110461,-1.4852361402496927,-1.4665236667266524,0.018712473523040396,0.15622916839656345
23,0.22,0.0,0.0,0.0,0.0,-0.1315514820906009,0.029157683233950266,-0.48269392059271216,-0.05095009922033578,-1.486527335927734,-1.4662299012723092,0.020297434655424773,0.16070916532455118
24,0.23,0.0,0.0,0.0,0.0,-0.13632197823316328,0.028538717856427413,-0.4713427380302695,-0.07294331889134349,-1.4878667978135862,-1.4659412360179331,0.02192556179565308,0.1648606960895907
25,0.24,0.0,0.0,0.0,0.0,-0.14097710753288747,0.027696878583172886,-0.45962279511926385,-0.09551791603793473,-1.4892533908993553,-1.465659869942882,0.02359352095647327,0.16867398611606035
26,0.25,0.0,0.0,0.0,0.0,-0.1455132504056732,0.02662656275040828,-0.4475477668204942,-0.11863144989220711,-1.4906859433047472,-1.465388060153059,0.02529788315168835,0.17213981315608148
27,0.26,0.0,0.0,0.0,0.0,-0.14992692611697334,0.02532259854863561,-0.4351317447651657,-0.14224020165431264,-1.492163247644403,-1.465128117637382,0.027035130007020847,0.17524952466560895
28,0.27,0.0,0.0,0.0,0.0,-0.154214796847085,0.023780257457006328,-0.42238921678972874,-0.1662992444037672,-1.4936840624368908,-1.4648824028964875,0.028801659540403257,0.17799505430409132
29,0.28,0.0,0.0,0.0,0.0,-0.15837367154639356,0.021995265957135232,-0.40933504540011295,-0.19076251727831026,-1.4952471135533107,-1.4646533214506554,0.030593792102655337,0.18036893750352878
30,0.29,0.0,0.0,0.0,0.0,-0.1624005095701362,0.019963816484380108,-0.3959844452217387,-0.2155829037739984,-1.4968510957033572,-1.4644433192343767,0.03240777646898052,0.1823643260545163
31,0.3,0.0,0.0,0.0,0.0,-0.16629242408287143,0.017682577576281108,-0.3823529595028521,-0.24071231397834802,-1.498494673956585,-1.4642548778853879,0.03423979607119709,0.18397500165915254
32,0.31,0.0,0.0,0.0,0.0,-0.17004668522356964,0.015148703179940104,-0.36845643574925185,-0.26610177050782874,-1.5001764852965316,-1.4640905099363972,0.03608597536013436,0.18519538840350974
33,0.32,0.0,0.0,0.0,0.0,-0.17366072302307026,0.012359841082601936,-0.3543110005782929,-0.29170149788229033,-1.5018951402052578,-1.4639527539180905,0.037942386287167285,0.1860205641056722
34,0.33,0.0,0.0,0.0,0.0,-0.1771321300665749,0.009314140432557683,-0.3399330338889011,-0.3174610150326786,-1.5036492242757944,-1.4638441693823547,0.03980505489343966,0.1864462704991326
35,0.34,0.0,0.0,0.0,0.0,-0.1804586638948533,0.006010258320694589,-0.32533914245209383,-0.34332923060525405,-1.5054372998499115,-1.463767331854966,0.04166996799494549,0.1864689222155479
36,0.35000000000000003,0.0,0.0,0.0,0.0,-0.18363824913891685,0.002447365396536447,-0.31054613303298967,-0.36925454069600017,-1.507257907678572,-1.4637248277272685,0.0435330799513034,0.1860856145354533
