,t_ts,tau_fb_ts_1,tau_fb_ts_2,tau_ts_1,tau_ts_2,th_d_ts_1,th_d_ts_2,th_dd_ts_1,th_dd_ts_2,th_ts_1,th_ts_2,ref_th_d_1,ref_th_d_2,ref_th_1,ref_th_2,th_ts_2_rel,th_d_ts_2_rel
15,0.14,13.997291860825067,-9.009449218142862,64.01388448573918,20.020077924660697,0.6990545459431246,0.40090063552786376,0.3481345784727769,-1.7830863709596316,1.3324328136314976,-0.16476717586151085,0.7493120055904668,0.45859938556655705,1.336918586579543,-0.16515819204210436,-1.4971999894930084,-0.2981539104152608
16,0.15,15.14351993002212,-8.54136293401912,63.580367543653225,20.509726751009715,0.7027414027456136,0.3830709018907402,0.37591821132329784,-1.6410219611381789,1.3394414507193666,-0.16084732279774752,0.7542753022992028,0.44495674109619715,1.3444365157066982,-0.16064053626001895,-1.5002887735171142,-0.31967050085487336
17,0.16,16.285506649720983,-8.125709460458813,63.12940713567066,20.945728755500063,0.7067061144049567,0.3666697647099174,0.4034836518996406,-1.5127430280407732,1.3464883455636454,-0.1570986373473844,0.7592457623505723,0.4314660064291755,1.352004116491225,-0.1562585508387162,-1.5035869829110298,-0.34003634969503926
18,0.17,17.417672657015505,-7.766823604627405,62.65544989080293,21.323807432124617,0.7109467998784612,0.3515593161925542,0.43074005994651227,-1.3994718236238157,1.353576266811302,-0.15350752300542256,0.7642199925087539,0.41813126909314335,1.3596214435082952,-0.152010696124258,-1.5070837898167246,-0.359387483685907
19,0.18,18.534523866307886,-7.464958176978182,62.15303812374347,21.643766182894545,0.7154606388513425,0.3375894374035797,0.4575779201714617,-1.3012641963175882,1.3607079596536342,-0.15006182341951502,0.7691947114294174,0.4049564720266167,1.3672885179578844,-0.14789539230600202,-1.5107697830731492,-0.37787120144776276
20,0.19,19.630693432959912,-7.217367857646617,61.61685168375496,21.908404472300052,0.7202436839245503,0.3246094590076472,0.4838756277034474,-1.2173212510931464,1.3678861354960563,-0.14675088619181245,0.7741667522378404,0.391945408676214,1.3750053287968718,-0.14391102088758423,-1.5146370216878688,-0.3956342249169031
21,0.2,20.70097994730593,-7.019279642154003,61.041746021772305,22.12254740565747,0.725290741414934,0.3124767048353015,0.509505537308452,-1.1462683961015192,1.3751134600883692,-0.14356552565842914,0.7791330647523816,0.37910171878746335,1.3827718338951498,-0.1400559262034613,-1.5186789857467984,-0.4128140365796325
22,0.21,21.740381206019354,-6.864722779163674,60.42278582334566,22.292215818428865,0.7305953141276913,0.30106224485912697,0.5343391319224988,-1.0863939591116996,1.38239254077051,-0.14049791418608565,0.7840907173541543,0.3664288848875795,1.3905879612121965,-0.13632841697408038,-1.5228904549565956,-0.4295330692685643
23,0.22,22.744123376416447,-6.747206694925939,59.75527402366017,22.42394838170126,0.7361495964231001,0.2902542621704684,0.558251163224144,-1.0358440632504637,1.3897259134065247,-0.137541427869335,0.7890368985059774,0.35393022945444996,1.398453609990589,-0.1327267678927888,-1.5272673412758597,-0.44589533425263167
24,0.23,23.70768569169145,-6.660247442806777,59.03477634330032,22.524275185248722,0.7419445107398546,0.279959471534979,0.5811227579547283,-0.9927739272545308,1.3971160294764247,-0.13469046830074488,0.7939689179257933,0.34160891276209204,1.4063686519629734,-0.12924922123765814,-1.5318064977771695,-0.46198503920487555
25,0.24,24.626821015197887,-6.597751978399663,58.2571416835614,22.599333497492164,0.7479697748981018,0.27010302537372954,0.6028435747790274,-0.9554582779020564,1.4045652436876477,-0.13194027771915237,0.7988842074217164,0.32946793138916824,1.414332932569066,-0.1258939885015251,-1.5365055214068,-0.47786674952437225
